Geographic Area Name,Zone,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,Transportation_type
Census Tract 181,Upper West Side North,2084,574,38,0,public_transport
Census Tract 182,East Harlem North,1186,502,29,0,public_transport
Census Tract 183,Upper West Side North,1329,935,25,0,public_transport
Census Tract 184,East Harlem North,1770,441,50,0,public_transport
Census Tract 185,Manhattan Valley,1624,438,53,0,public_transport
Census Tract 186,Central Harlem,1080,185,36,0,public_transport
Census Tract 187,Manhattan Valley,1796,377,21,178,public_transport
Census Tract 188,East Harlem North,1573,361,20,0,public_transport
Census Tract 189,Manhattan Valley,1610,557,0,0,public_transport
Census Tract 190,Central Harlem,855,305,16,0,public_transport
Census Tract 191,Manhattan Valley,2619,700,0,0,public_transport
Census Tract 192,East Harlem North,720,101,102,0,public_transport
Census Tract 193,Bloomingdale,2698,366,34,325,public_transport
Census Tract 194,East Harlem North,1277,165,0,55,public_transport
Census Tract 195,Bloomingdale,1805,360,29,40,public_transport
Census Tract 196,East Harlem North,831,10,0,0,public_transport
Census Tract 197.01,Morningside Heights,217,26,11,0,public_transport
Census Tract 197.02,Central Harlem,825,259,63,0,public_transport
Census Tract 198,East Harlem North,301,195,110,0,public_transport
Census Tract 199,Morningside Heights,934,429,0,31,public_transport
Census Tract 200,Central Harlem,756,249,88,19,public_transport
Census Tract 201.01,Morningside Heights,159,26,0,0,public_transport
Census Tract 201.02,Central Harlem,902,345,74,0,public_transport
Census Tract 203,Morningside Heights,259,36,0,0,public_transport
Census Tract 205,Morningside Heights,218,367,37,0,public_transport
Census Tract 206,Central Harlem North,1135,26,41,0,public_transport
Census Tract 207.01,Morningside Heights,504,107,0,0,public_transport
Census Tract 208,Central Harlem North,1195,385,176,25,public_transport
Census Tract 209.01,Morningside Heights,780,71,65,0,public_transport
Census Tract 210,East Harlem North,1225,140,134,54,public_transport
Census Tract 211,Morningside Heights,1776,550,43,24,public_transport
Census Tract 212,Central Harlem North,889,128,45,0,public_transport
Census Tract 213.03,Manhattanville,1511,237,34,0,public_transport
Census Tract 214,Central Harlem North,758,171,14,0,public_transport
Census Tract 215,Central Harlem North,1181,194,18,0,public_transport
Census Tract 216,Central Harlem,2821,703,61,0,public_transport
Census Tract 218,Central Harlem,1622,232,253,0,public_transport
Census Tract 219,Manhattanville,1136,362,5,0,public_transport
Census Tract 220,Central Harlem,1886,577,113,0,public_transport
Census Tract 221.02,Central Harlem North,610,325,76,0,public_transport
Census Tract 222,Central Harlem,797,221,10,0,public_transport
Census Tract 223.01,Manhattanville,1761,558,89,140,public_transport
Census Tract 223.02,Manhattanville,911,84,3,0,public_transport
Census Tract 224,Central Harlem North,1625,164,0,75,public_transport
Census Tract 225,Hamilton Heights,2522,985,0,0,public_transport
Census Tract 226,Central Harlem North,840,371,0,110,public_transport
Census Tract 227,Hamilton Heights,1546,358,0,0,public_transport
Census Tract 228,Central Harlem North,1617,383,265,0,public_transport
Census Tract 229,Hamilton Heights,2416,463,48,78,public_transport
Census Tract 230,Central Harlem North,1869,409,185,0,public_transport
Census Tract 231,Hamilton Heights,2372,546,0,0,public_transport
Census Tract 232,Central Harlem North,1835,355,0,40,public_transport
Census Tract 233,Hamilton Heights,2373,736,22,0,public_transport
Census Tract 234,Central Harlem North,1893,220,0,0,public_transport
Census Tract 235.01,Hamilton Heights,2058,636,106,0,public_transport
Census Tract 235.02,Central Harlem North,564,78,0,0,public_transport
Census Tract 236,Central Harlem North,1713,334,17,68,public_transport
Census Tract 237,Hamilton Heights,1725,154,44,0,public_transport
Census Tract 238.02,Queensbridge/Ravenswood,937,396,5,0,public_transport
Census Tract 238.03,Queensbridge/Ravenswood,777,583,0,0,public_transport
Census Tract 238.04,Long Island City/Hunters Point,1088,330,0,11,public_transport
Census Tract 239,Washington Heights South,1183,75,0,0,public_transport
Census Tract 241,Washington Heights South,1953,273,105,0,public_transport
Census Tract 242,East Harlem North,1145,44,7,0,public_transport
Census Tract 243.01,Washington Heights South,1565,118,85,0,public_transport
Census Tract 243.02,Central Harlem North,1222,186,35,0,public_transport
Census Tract 245,Washington Heights South,3987,538,0,0,public_transport
Census Tract 247,Washington Heights South,1397,875,97,178,public_transport
Census Tract 249,Washington Heights South,329,14,11,0,public_transport
Census Tract 251,Washington Heights South,547,50,17,0,public_transport
Census Tract 253,Washington Heights South,2168,997,0,0,public_transport
Census Tract 255,Washington Heights South,1479,103,0,0,public_transport
Census Tract 257,Central Harlem,1323,545,6,0,public_transport
Census Tract 259,Central Harlem North,1032,439,53,0,public_transport
Census Tract 261,Washington Heights South,3285,388,0,56,public_transport
Census Tract 263,Washington Heights South,2307,778,79,0,public_transport
Census Tract 265,Washington Heights South,2386,514,175,0,public_transport
Census Tract 267,Washington Heights North,179,187,9,0,public_transport
Census Tract 269,Washington Heights North,2523,373,290,0,public_transport
Census Tract 271,Washington Heights North,2462,669,444,4,public_transport
Census Tract 273,Washington Heights North,1764,505,184,0,public_transport
Census Tract 275,Washington Heights North,550,236,56,0,public_transport
Census Tract 277,Washington Heights North,1384,266,0,0,public_transport
Census Tract 279,Washington Heights North,2385,804,92,0,public_transport
Census Tract 281,Washington Heights North,593,288,18,0,public_transport
Census Tract 283,Washington Heights North,2102,577,44,0,public_transport
Census Tract 285,Washington Heights North,1679,424,95,0,public_transport
Census Tract 287,Washington Heights North,1142,261,63,7,public_transport
Census Tract 291,Inwood,2714,907,22,0,public_transport
Census Tract 293,Inwood,2200,574,0,25,public_transport
Census Tract 295,Inwood,2565,506,92,0,public_transport
Census Tract 299,Inwood,618,81,35,0,public_transport
Census Tract 303,Inwood,1105,451,24,0,public_transport
Census Tract 307,Inwood,961,477,23,0,public_transport
Census Tract 309,Marble Hill,1326,1173,41,0,public_transport
Census Tract 317.03,Battery Park City,774,553,28,0,public_transport
Census Tract 317.04,Battery Park City,1995,1113,109,0,public_transport
Census Tract 1.01,Long Island City/Hunters Point,998,417,0,0,public_transport
Census Tract 1.02,Long Island City/Hunters Point,1568,1018,171,0,public_transport
Census Tract 2,Woodhaven,260,351,168,32,public_transport
Census Tract 4,Woodhaven,232,528,85,85,public_transport
Census Tract 6,Woodhaven,284,379,182,47,public_transport
Census Tract 7.01,Long Island City/Hunters Point,658,514,18,0,public_transport
Census Tract 7.02,Long Island City/Hunters Point,696,358,68,15,public_transport
Census Tract 8,Woodhaven,319,233,183,60,public_transport
Census Tract 10,Woodhaven,537,750,230,60,public_transport
Census Tract 12,Woodhaven,500,489,200,6,public_transport
Census Tract 14,Woodhaven,342,647,190,158,public_transport
Census Tract 16,Woodhaven,398,307,93,13,public_transport
Census Tract 18,Woodhaven,186,406,167,32,public_transport
Census Tract 19.01,Long Island City/Hunters Point,523,97,34,0,public_transport
Census Tract 19.02,Long Island City/Hunters Point,1356,501,13,4,public_transport
Census Tract 19.03,Long Island City/Hunters Point,669,150,0,0,public_transport
Census Tract 20,Woodhaven,72,143,123,30,public_transport
Census Tract 22,Woodhaven,199,327,93,34,public_transport
Census Tract 24,Richmond Hill,179,100,145,14,public_transport
Census Tract 25,Queensbridge/Ravenswood,966,139,0,138,public_transport
Census Tract 26,Richmond Hill,30,122,173,62,public_transport
Census Tract 28,Richmond Hill,323,205,78,31,public_transport
Census Tract 30,Woodhaven,62,85,30,60,public_transport
Census Tract 31,Long Island City/Queens Plaza,240,181,0,4,public_transport
Census Tract 32,Woodhaven,98,124,122,25,public_transport
Census Tract 33.01,Long Island City/Queens Plaza,884,286,37,0,public_transport
Census Tract 33.02,Long Island City/Queens Plaza,192,29,8,0,public_transport
Census Tract 34,Woodhaven,113,250,36,61,public_transport
Census Tract 36,Woodhaven,133,363,188,72,public_transport
Census Tract 38,Woodhaven,255,332,52,25,public_transport
Census Tract 39,Queensbridge/Ravenswood,157,152,6,39,public_transport
Census Tract 40.01,Woodhaven,149,241,81,19,public_transport
Census Tract 40.02,Ozone Park,124,55,120,0,public_transport
Census Tract 42,Woodhaven,295,639,82,46,public_transport
Census Tract 43,Queensbridge/Ravenswood,270,95,0,0,public_transport
Census Tract 44.01,Ozone Park,325,282,123,99,public_transport
Census Tract 45,Astoria,317,345,155,12,public_transport
Census Tract 47,Astoria,860,281,5,0,public_transport
Census Tract 51,Long Island City/Queens Plaza,361,322,0,12,public_transport
Census Tract 52,Woodhaven,231,280,83,38,public_transport
Census Tract 53,Astoria,1607,598,43,0,public_transport
Census Tract 54,Ozone Park,403,979,133,104,public_transport
Census Tract 55,Long Island City/Queens Plaza,142,119,40,0,public_transport
Census Tract 57,Astoria,1395,317,0,0,public_transport
Census Tract 58,Ozone Park,209,444,344,249,public_transport
Census Tract 59,Astoria,912,389,0,0,public_transport
Census Tract 61,Astoria,1985,577,47,0,public_transport
Census Tract 62.01,Howard Beach,104,478,321,42,public_transport
Census Tract 62.02,Howard Beach,86,475,39,0,public_transport
Census Tract 63,Astoria,1865,571,161,0,public_transport
Census Tract 65.01,Astoria,962,296,46,0,public_transport
Census Tract 65.02,Astoria,1247,412,41,9,public_transport
Census Tract 69,Old Astoria,662,328,30,14,public_transport
Census Tract 71,Old Astoria,1077,201,60,0,public_transport
Census Tract 73,Old Astoria,1268,413,63,0,public_transport
Census Tract 75,Astoria,679,538,0,0,public_transport
Census Tract 77,Astoria,419,198,25,0,public_transport
Census Tract 79,Old Astoria,380,179,186,39,public_transport
Census Tract 81,Old Astoria,247,87,23,0,public_transport
Census Tract 83,Old Astoria,519,165,82,0,public_transport
Census Tract 85,Queensbridge/Ravenswood,83,69,15,38,public_transport
Census Tract 86,Ozone Park,132,272,167,0,public_transport
Census Tract 87,Old Astoria,168,97,35,0,public_transport
Census Tract 88,Ozone Park,29,354,129,84,public_transport
Census Tract 91,Old Astoria,261,224,52,0,public_transport
Census Tract 94,South Ozone Park,202,171,162,35,public_transport
Census Tract 95,Steinway,423,254,80,7,public_transport
Census Tract 96,South Ozone Park,115,291,83,75,public_transport
Census Tract 97,Steinway,482,596,137,27,public_transport
Census Tract 98,South Ozone Park,287,181,39,26,public_transport
Census Tract 100,South Ozone Park,295,233,198,182,public_transport
Census Tract 101,Steinway,382,168,45,0,public_transport
Census Tract 102,South Ozone Park,234,304,306,88,public_transport
Census Tract 103,Steinway,611,603,25,11,public_transport
Census Tract 104,South Ozone Park,66,461,92,47,public_transport
Census Tract 105,Steinway,416,494,196,7,public_transport
Census Tract 106,South Ozone Park,236,316,239,0,public_transport
Census Tract 108,Richmond Hill,273,236,93,67,public_transport
Census Tract 110,Richmond Hill,302,247,142,155,public_transport
Census Tract 111,Steinway,529,498,44,0,public_transport
Census Tract 112,Richmond Hill,92,363,83,19,public_transport
Census Tract 113,Steinway,1050,565,78,0,public_transport
Census Tract 114,Richmond Hill,51,33,62,0,public_transport
Census Tract 115,Steinway,455,407,43,0,public_transport
Census Tract 116,Richmond Hill,201,165,30,35,public_transport
Census Tract 117,Steinway,860,438,81,0,public_transport
Census Tract 118,Richmond Hill,66,276,272,108,public_transport
Census Tract 119,Steinway,299,127,23,8,public_transport
Census Tract 120,Richmond Hill,163,49,174,71,public_transport
Census Tract 121,Steinway,259,320,21,25,public_transport
Census Tract 122,Richmond Hill,149,104,151,225,public_transport
Census Tract 123.01,Steinway,282,351,107,10,public_transport
Census Tract 124,Richmond Hill,494,485,189,15,public_transport
Census Tract 125,Steinway,304,223,35,35,public_transport
Census Tract 126.01,Richmond Hill,509,89,178,26,public_transport
Census Tract 126.02,Richmond Hill,194,296,146,8,public_transport
Census Tract 128,Richmond Hill,190,272,93,114,public_transport
Census Tract 130,Richmond Hill,194,73,15,5,public_transport
Census Tract 132,Richmond Hill,78,189,22,0,public_transport
Census Tract 134,Kew Gardens,550,673,90,116,public_transport
Census Tract 135,Steinway,60,56,11,20,public_transport
Census Tract 136,Kew Gardens,242,174,27,0,public_transport
Census Tract 137,Steinway,188,259,89,9,public_transport
Census Tract 138,Kew Gardens,362,489,56,7,public_transport
Census Tract 140,Kew Gardens,186,175,211,137,public_transport
Census Tract 141,Astoria,317,161,119,6,public_transport
Census Tract 142.01,Richmond Hill,419,410,84,0,public_transport
Census Tract 142.02,Richmond Hill,270,130,98,0,public_transport
Census Tract 143,Astoria,899,348,92,0,public_transport
Census Tract 144,Richmond Hill,180,84,77,0,public_transport
Census Tract 145,Astoria,404,385,52,18,public_transport
Census Tract 147,Astoria,573,178,128,9,public_transport
Census Tract 148,Richmond Hill,31,303,79,11,public_transport
Census Tract 149,Astoria,417,253,4,0,public_transport
Census Tract 150,Richmond Hill,75,209,221,10,public_transport
Census Tract 151,Astoria,850,385,43,0,public_transport
Census Tract 152,Richmond Hill,176,265,31,68,public_transport
Census Tract 153,Astoria,459,197,41,0,public_transport
Census Tract 154,Richmond Hill,215,101,108,48,public_transport
Census Tract 155,Astoria,561,419,5,27,public_transport
Census Tract 156,Richmond Hill,125,278,336,16,public_transport
Census Tract 157,Astoria,331,126,3,0,public_transport
Census Tract 158.01,South Ozone Park,55,404,173,144,public_transport
Census Tract 158.02,South Ozone Park,326,488,160,105,public_transport
Census Tract 159,Astoria,1129,213,62,0,public_transport
Census Tract 161,Astoria,425,318,127,48,public_transport
Census Tract 163,Astoria,314,286,7,19,public_transport
Census Tract 164,South Ozone Park,53,271,223,152,public_transport
Census Tract 166,South Ozone Park,292,117,186,100,public_transport
Census Tract 168,South Ozone Park,73,236,394,81,public_transport
Census Tract 169,Sunnyside,800,893,180,0,public_transport
Census Tract 170,South Ozone Park,99,185,268,89,public_transport
Census Tract 172,South Ozone Park,51,124,86,67,public_transport
Census Tract 174,South Ozone Park,99,91,100,13,public_transport
Census Tract 176,South Ozone Park,344,120,121,19,public_transport
Census Tract 178,South Ozone Park,181,28,100,29,public_transport
Census Tract 179.01,Sunnyside,163,82,20,0,public_transport
Census Tract 179.02,Sunnyside,0,0,6,0,public_transport
Census Tract 180,South Ozone Park,8,98,0,0,public_transport
Census Tract 181.01,Sunnyside,1140,407,0,0,public_transport
Census Tract 181.02,Sunnyside,951,298,39,0,public_transport
Census Tract 182,Baisley Park,122,215,110,47,public_transport
Census Tract 183,Sunnyside,1061,553,68,31,public_transport
Census Tract 184.01,Baisley Park,144,145,4,56,public_transport
Census Tract 184.02,Baisley Park,100,164,88,50,public_transport
Census Tract 185.01,Sunnyside,568,301,79,0,public_transport
Census Tract 185.02,Sunnyside,1040,201,63,0,public_transport
Census Tract 186,Baisley Park,200,146,24,17,public_transport
Census Tract 187,Sunnyside,500,324,201,23,public_transport
Census Tract 188,Baisley Park,40,153,115,25,public_transport
Census Tract 189,Sunnyside,426,452,89,13,public_transport
Census Tract 190,Baisley Park,90,163,161,47,public_transport
Census Tract 192,Baisley Park,86,143,98,38,public_transport
Census Tract 194,South Jamaica,49,154,95,203,public_transport
Census Tract 196,South Jamaica,460,173,159,113,public_transport
Census Tract 198,South Jamaica,232,320,146,54,public_transport
Census Tract 199.01,Sunnyside,40,19,0,0,public_transport
Census Tract 199.02,Sunnyside,0,7,0,0,public_transport
Census Tract 202,South Jamaica,13,86,147,14,public_transport
Census Tract 204,Jamaica,216,412,19,5,public_transport
Census Tract 205,Sunnyside,115,161,103,48,public_transport
Census Tract 206,Jamaica,193,115,72,26,public_transport
Census Tract 208,Jamaica,155,241,205,39,public_transport
Census Tract 212,Jamaica,555,255,134,0,public_transport
Census Tract 214,Briarwood/Jamaica Hills,972,361,135,0,public_transport
Census Tract 216.01,Kew Gardens,483,424,41,0,public_transport
Census Tract 216.02,Kew Gardens,151,92,0,0,public_transport
Census Tract 220.01,Briarwood/Jamaica Hills,712,703,328,0,public_transport
Census Tract 220.02,Briarwood/Jamaica Hills,574,895,344,9,public_transport
Census Tract 230,Briarwood/Jamaica Hills,60,129,181,29,public_transport
Census Tract 232,Briarwood/Jamaica Hills,315,472,235,114,public_transport
Census Tract 235.01,Sunnyside,682,396,0,48,public_transport
Census Tract 235.02,Sunnyside,500,559,0,7,public_transport
Census Tract 236,Briarwood/Jamaica Hills,476,197,73,4,public_transport
Census Tract 238,Jamaica,1098,347,42,14,public_transport
Census Tract 240,Jamaica,1312,764,0,0,public_transport
Census Tract 243,Elmhurst/Maspeth,363,531,206,71,public_transport
Census Tract 245,Woodside,420,761,107,54,public_transport
Census Tract 247,Woodside,290,61,144,0,public_transport
Census Tract 249,Woodside,687,780,10,0,public_transport
Census Tract 251,Woodside,1041,1048,91,31,public_transport
Census Tract 253.01,Sunnyside,874,458,156,23,public_transport
Census Tract 253.02,Sunnyside,669,407,33,0,public_transport
Census Tract 254.01,South Jamaica,109,145,26,276,public_transport
Census Tract 254.02,South Jamaica,401,216,238,0,public_transport
Census Tract 255,Woodside,172,113,45,22,public_transport
Census Tract 257,Woodside,266,176,52,0,public_transport
Census Tract 258,South Jamaica,119,209,119,14,public_transport
Census Tract 259,Woodside,349,677,125,0,public_transport
Census Tract 260,South Jamaica,284,403,107,0,public_transport
Census Tract 261,Woodside,1487,1254,138,0,public_transport
Census Tract 262,South Jamaica,57,153,30,29,public_transport
Census Tract 263,Woodside,849,414,205,210,public_transport
Census Tract 264,South Jamaica,91,300,23,16,public_transport
Census Tract 265.01,Elmhurst/Maspeth,573,100,34,0,public_transport
Census Tract 265.02,Elmhurst/Maspeth,299,85,17,0,public_transport
Census Tract 266,South Jamaica,67,26,16,25,public_transport
Census Tract 267,Elmhurst,1579,529,66,11,public_transport
Census Tract 269.01,Elmhurst,1495,176,47,9,public_transport
Census Tract 269.02,Elmhurst,889,501,17,0,public_transport
Census Tract 270,South Jamaica,96,140,102,65,public_transport
Census Tract 271.01,Elmhurst,1185,443,49,20,public_transport
Census Tract 271.02,Elmhurst,923,392,0,0,public_transport
Census Tract 272,Baisley Park,246,334,85,60,public_transport
Census Tract 273.01,Jackson Heights,236,200,0,0,public_transport
Census Tract 273.02,Jackson Heights,1133,323,300,0,public_transport
Census Tract 274,Baisley Park,54,185,55,16,public_transport
Census Tract 275,Jackson Heights,1037,644,58,326,public_transport
Census Tract 276,Baisley Park,56,136,79,16,public_transport
Census Tract 277.01,Jackson Heights,664,89,41,80,public_transport
Census Tract 277.02,Jackson Heights,801,395,139,174,public_transport
Census Tract 278,Baisley Park,230,129,41,8,public_transport
Census Tract 279,Jackson Heights,700,833,128,227,public_transport
Census Tract 280,Saint Albans,51,72,22,7,public_transport
Census Tract 281,Jackson Heights,1187,494,377,0,public_transport
Census Tract 282,Saint Albans,208,105,48,74,public_transport
Census Tract 283,Jackson Heights,1309,820,105,0,public_transport
Census Tract 284,Baisley Park,212,306,153,50,public_transport
Census Tract 285,Jackson Heights,628,833,19,0,public_transport
Census Tract 287,Jackson Heights,1192,348,85,38,public_transport
Census Tract 288.01,Baisley Park,237,134,99,35,public_transport
Census Tract 288.02,Baisley Park,63,218,15,89,public_transport
Census Tract 289,Jackson Heights,641,668,40,15,public_transport
Census Tract 291,Jackson Heights,883,702,30,64,public_transport
Census Tract 293,Woodside,81,147,18,0,public_transport
Census Tract 294,Springfield Gardens North,945,469,81,70,public_transport
Census Tract 295,Woodside,751,591,39,0,public_transport
Census Tract 297,Woodside,188,184,177,5,public_transport
Census Tract 306,Springfield Gardens South,91,232,272,118,public_transport
Census Tract 309.03,Jackson Heights,306,510,209,38,public_transport
Census Tract 309.04,Jackson Heights,140,161,90,61,public_transport
Census Tract 309.05,Jackson Heights,90,137,80,8,public_transport
Census Tract 309.06,Jackson Heights,418,220,151,6,public_transport
Census Tract 317,Steinway,187,603,77,36,public_transport
Census Tract 320,Springfield Gardens South,171,446,65,77,public_transport
Census Tract 327,Jackson Heights,179,302,148,37,public_transport
Census Tract 328,Laurelton,98,171,97,0,public_transport
Census Tract 329,Jackson Heights,111,273,92,152,public_transport
Census Tract 330,Springfield Gardens North,179,389,387,85,public_transport
Census Tract 334.01,Saint Albans,107,216,262,128,public_transport
Census Tract 334.03,Springfield Gardens North,1096,250,83,0,public_transport
Census Tract 334.04,Springfield Gardens North,522,549,0,0,public_transport
Census Tract 334.05,Springfield Gardens North,42,411,36,23,public_transport
Census Tract 337,Jackson Heights,83,153,325,112,public_transport
Census Tract 339,Jackson Heights,161,167,42,0,public_transport
Census Tract 347,Jackson Heights,181,106,109,6,public_transport
Census Tract 351,Jackson Heights,253,545,42,2,public_transport
Census Tract 352,Saint Albans,10,221,131,18,public_transport
Census Tract 353,East Elmhurst,143,271,20,207,public_transport
Census Tract 357,East Elmhurst,52,345,205,44,public_transport
Census Tract 358,Laurelton,402,182,208,139,public_transport
Census Tract 361,East Elmhurst,236,78,226,18,public_transport
Census Tract 363,East Elmhurst,373,128,9,78,public_transport
Census Tract 365,East Elmhurst,524,156,52,0,public_transport
Census Tract 366,Saint Albans,89,227,141,25,public_transport
Census Tract 367,East Elmhurst,215,243,66,31,public_transport
Census Tract 368,Saint Albans,255,246,73,115,public_transport
Census Tract 371,East Elmhurst,0,111,34,13,public_transport
Census Tract 373,East Elmhurst,245,157,12,8,public_transport
Census Tract 375.01,North Corona,327,115,0,72,public_transport
Census Tract 375.02,North Corona,381,146,100,31,public_transport
Census Tract 376,Saint Albans,185,262,294,57,public_transport
Census Tract 377,North Corona,799,462,215,0,public_transport
Census Tract 379,North Corona,1660,453,258,130,public_transport
Census Tract 381,North Corona,1502,720,213,47,public_transport
Census Tract 384,Saint Albans,22,215,134,0,public_transport
Census Tract 394,Saint Albans,172,195,155,59,public_transport
Census Tract 398,Saint Albans,58,89,82,79,public_transport
Census Tract 399.01,Corona,357,235,1,0,public_transport
Census Tract 399.02,Corona,449,123,0,0,public_transport
Census Tract 400,Saint Albans,60,164,55,116,public_transport
Census Tract 401.01,North Corona,601,188,193,0,public_transport
Census Tract 401.02,North Corona,1522,231,114,40,public_transport
Census Tract 402,Saint Albans,36,102,91,150,public_transport
Census Tract 403.01,North Corona,956,203,48,0,public_transport
Census Tract 403.02,North Corona,826,391,235,27,public_transport
Census Tract 404,Saint Albans,249,233,341,99,public_transport
Census Tract 405.01,North Corona,392,21,0,0,public_transport
Census Tract 405.02,North Corona,472,439,65,13,public_transport
Census Tract 407.01,North Corona,917,562,0,0,public_transport
Census Tract 407.02,North Corona,1074,601,31,250,public_transport
Census Tract 409.01,North Corona,430,155,0,89,public_transport
Census Tract 409.02,North Corona,1148,227,0,0,public_transport
Census Tract 411,Corona,1092,304,132,30,public_transport
Census Tract 413,Corona,1325,283,76,0,public_transport
Census Tract 414,South Jamaica,333,387,157,234,public_transport
Census Tract 415,Corona,1008,322,141,33,public_transport
Census Tract 424,Saint Albans,96,181,132,83,public_transport
Census Tract 427,Corona,735,274,135,28,public_transport
Census Tract 432,Saint Albans,12,60,84,46,public_transport
Census Tract 434,South Jamaica,27,128,107,11,public_transport
Census Tract 437.01,Corona,322,243,34,7,public_transport
Census Tract 437.02,Corona,1568,671,140,163,public_transport
Census Tract 439,Corona,426,176,0,34,public_transport
Census Tract 440,South Jamaica,244,449,65,119,public_transport
Census Tract 443.01,Corona,459,74,0,9,public_transport
Census Tract 443.02,Corona,739,201,72,26,public_transport
Census Tract 444,Jamaica,512,284,31,42,public_transport
Census Tract 446.01,Jamaica,717,304,80,0,public_transport
Census Tract 446.02,Jamaica,744,332,52,0,public_transport
Census Tract 448,Briarwood/Jamaica Hills,165,185,93,0,public_transport
Census Tract 450,Briarwood/Jamaica Hills,35,196,53,66,public_transport
Census Tract 452,Briarwood/Jamaica Hills,6,25,51,35,public_transport
Census Tract 454,Briarwood/Jamaica Hills,326,252,96,59,public_transport
Census Tract 455,Corona,2115,1308,0,0,public_transport
Census Tract 456,Briarwood/Jamaica Hills,0,25,179,27,public_transport
Census Tract 457,Elmhurst,750,354,144,8,public_transport
Census Tract 458,Jamaica Estates,182,135,132,22,public_transport
Census Tract 459,Elmhurst,779,502,78,60,public_transport
Census Tract 460,Jamaica,928,302,524,0,public_transport
Census Tract 461,Elmhurst,566,127,35,27,public_transport
Census Tract 462,Jamaica,661,591,38,5,public_transport
Census Tract 463,Elmhurst,1119,202,9,0,public_transport
Census Tract 464,Jamaica Estates,174,137,75,0,public_transport
Census Tract 465,Elmhurst,1310,372,173,71,public_transport
Census Tract 466,Jamaica Estates,393,564,10,109,public_transport
Census Tract 467,Elmhurst,963,758,42,0,public_transport
Census Tract 468,Jamaica,355,406,282,38,public_transport
Census Tract 469.01,Elmhurst,648,440,195,0,public_transport
Census Tract 469.02,Elmhurst,1302,531,0,22,public_transport
Census Tract 470,Jamaica,348,289,169,27,public_transport
Census Tract 471,Elmhurst,1049,365,7,0,public_transport
Census Tract 472,Jamaica Estates,255,376,259,42,public_transport
Census Tract 473,Elmhurst,835,493,57,74,public_transport
Census Tract 475,Elmhurst,859,439,294,59,public_transport
Census Tract 476,Jamaica Estates,0,29,31,22,public_transport
Census Tract 478.01,Jamaica Estates,96,106,55,163,public_transport
Census Tract 478.02,Jamaica Estates,27,159,104,0,public_transport
Census Tract 479,Elmhurst/Maspeth,783,771,119,0,public_transport
Census Tract 480,Jamaica,43,240,96,100,public_transport
Census Tract 481,Elmhurst,1811,444,121,0,public_transport
Census Tract 482,Hollis,75,124,43,11,public_transport
Census Tract 483.01,Elmhurst/Maspeth,424,174,0,42,public_transport
Census Tract 483.02,Elmhurst/Maspeth,228,96,54,0,public_transport
Census Tract 484,Hollis,209,310,135,124,public_transport
Census Tract 485,Elmhurst/Maspeth,292,627,184,0,public_transport
Census Tract 489,Elmhurst/Maspeth,79,223,71,0,public_transport
Census Tract 492.01,Jamaica Estates,305,237,201,46,public_transport
Census Tract 492.02,Jamaica Estates,16,52,230,47,public_transport
Census Tract 493.01,Maspeth,28,359,106,25,public_transport
Census Tract 493.02,Maspeth,237,215,104,65,public_transport
Census Tract 495,Maspeth,64,143,56,35,public_transport
Census Tract 496,Queens Village,102,144,217,89,public_transport
Census Tract 497,Maspeth,94,448,258,0,public_transport
Census Tract 499,Elmhurst,569,795,215,61,public_transport
Census Tract 500,Hollis,619,438,95,111,public_transport
Census Tract 502.01,Hollis,27,250,63,51,public_transport
Census Tract 502.02,Hollis,35,162,47,30,public_transport
Census Tract 504,Hollis,71,145,100,36,public_transport
Census Tract 505,Middle Village,83,214,86,18,public_transport
Census Tract 506,Hollis,44,154,72,135,public_transport
Census Tract 507,Middle Village,260,326,317,190,public_transport
Census Tract 508,Hollis,143,114,50,21,public_transport
Census Tract 510,Hollis,97,137,79,120,public_transport
Census Tract 511,Maspeth,111,91,74,17,public_transport
Census Tract 512,Queens Village,134,291,122,71,public_transport
Census Tract 513,Maspeth,68,118,72,77,public_transport
Census Tract 515,Maspeth,134,228,81,25,public_transport
Census Tract 516,Queens Village,118,93,142,79,public_transport
Census Tract 517,Maspeth,93,147,155,28,public_transport
Census Tract 518,Saint Albans,149,309,62,134,public_transport
Census Tract 520,Saint Albans,66,98,52,28,public_transport
Census Tract 521,Maspeth,126,128,136,14,public_transport
Census Tract 522,Saint Albans,55,115,97,19,public_transport
Census Tract 524,Saint Albans,134,210,114,41,public_transport
Census Tract 525,Maspeth,32,159,73,56,public_transport
Census Tract 526,Saint Albans,130,34,106,148,public_transport
Census Tract 528,Saint Albans,42,91,73,0,public_transport
Census Tract 530,Saint Albans,171,171,154,78,public_transport
Census Tract 531,Maspeth,197,386,135,62,public_transport
Census Tract 532,Queens Village,66,158,122,20,public_transport
Census Tract 534.01,Cambria Heights,122,159,165,88,public_transport
Census Tract 535.01,Maspeth,338,58,17,27,public_transport
Census Tract 536.01,Queens Village,79,164,18,8,public_transport
Census Tract 538,Queens Village,76,109,96,44,public_transport
Census Tract 539.01,Ridgewood,623,440,104,32,public_transport
Census Tract 539.02,Ridgewood,19,24,0,0,public_transport
Census Tract 540,Queens Village,172,387,283,0,public_transport
Census Tract 542,Queens Village,216,193,366,242,public_transport
Census Tract 545,Ridgewood,690,344,22,12,public_transport
