Geographic Area Name,Zone,"Earnings $1 to $9,999 or loss","Earnings $10,000 to $14,999","Earnings $15,000 to $24,999","Earnings $25,000 to $34,999","Earnings!!$35,000 to $49,999","Earnings $50,000 to $64,999","earnings $65,000 to $74,999","earnings $75,000 or more",Transportation_type
Census Tract 1200,East New York,21,58,73,129,47,107,33,55,public_transport
Census Tract 1202,Cypress Hills,28,12,35,7,136,13,8,161,public_transport
Census Tract 1208.01,East New York,37,109,274,340,329,95,77,271,public_transport
Census Tract 1208.02,East New York,161,12,265,297,136,124,0,43,public_transport
Census Tract 1208.03,East New York,23,0,28,382,34,0,54,58,public_transport
Census Tract 1210,East New York,128,45,94,168,186,44,50,40,public_transport
Census Tract 1214,East New York,214,12,133,150,66,32,43,85,public_transport
Census Tract 1220,East New York,140,42,286,161,284,155,0,214,public_transport
Census Tract 1237,Bedford,37,0,21,38,42,0,10,42,public_transport
Census Tract 1502,Windsor Terrace,0,2,56,21,8,78,32,380,public_transport
Census Tract 1522,Flatbush/Ditmas Park,0,27,25,133,41,104,18,284,public_transport
Census Tract 2.01,DUMBO/Vinegar Hill,18,27,51,218,64,22,0,49,public_transport
Census Tract 2.02,Brooklyn Navy Yard,242,21,242,86,204,225,118,168,public_transport
Census Tract 6,DUMBO/Vinegar Hill,33,197,146,148,234,266,73,337,public_transport
Census Tract 7,Brooklyn Heights,123,4,100,199,127,398,203,2827,public_transport
Census Tract 8,Chinatown,85,81,421,268,184,206,37,314,public_transport
Census Tract 9,Brooklyn Heights,26,6,37,27,23,38,11,461,public_transport
Census Tract 10.01,Brooklyn Navy Yard,55,19,0,23,18,33,23,192,public_transport
Census Tract 10.02,Two Bridges/Seward Park,60,303,308,248,198,0,0,16,public_transport
Census Tract 12,Two Bridges/Seward Park,24,0,155,32,60,102,81,375,public_transport
Census Tract 13,World Trade Center,0,9,58,0,192,127,82,1243,public_transport
Census Tract 14.01,Two Bridges/Seward Park,37,10,51,34,54,98,22,423,public_transport
Census Tract 14.02,Two Bridges/Seward Park,21,28,63,31,122,85,76,551,public_transport
Census Tract 15.01,Brooklyn Heights,83,76,83,294,38,111,34,1268,public_transport
Census Tract 15.02,Brooklyn Heights,134,51,48,85,142,358,244,1778,public_transport
Census Tract 16,Lower East Side,135,121,234,54,105,86,180,509,public_transport
Census Tract 18,Lower East Side,130,24,83,153,240,425,124,793,public_transport
Census Tract 20,Alphabet City,56,42,70,166,182,0,0,95,public_transport
Census Tract 21,TriBeCa/Civic Center,56,35,12,140,130,379,14,1292,public_transport
Census Tract 22.01,Two Bridges/Seward Park,231,114,224,261,154,120,26,410,public_transport
Census Tract 22.02,Alphabet City,0,44,21,70,64,76,136,276,public_transport
Census Tract 24,Alphabet City,13,105,120,130,122,47,19,27,public_transport
Census Tract 25,Chinatown,37,45,61,96,174,22,60,89,public_transport
Census Tract 26.01,Alphabet City,25,100,26,65,233,218,20,207,public_transport
Census Tract 26.02,Alphabet City,83,40,62,163,76,222,62,554,public_transport
Census Tract 27,Chinatown,23,0,11,8,8,17,4,123,public_transport
Census Tract 28,Alphabet City,130,101,96,143,223,132,126,735,public_transport
Census Tract 29.01,Chinatown,1,0,0,0,0,0,0,0,public_transport
Census Tract 29.02,Chinatown,54,30,27,0,13,50,53,192,public_transport
Census Tract 30.01,Lower East Side,92,94,75,60,273,60,179,587,public_transport
Census Tract 30.02,East Village,54,13,90,47,26,80,18,436,public_transport
Census Tract 31,TriBeCa/Civic Center,49,0,57,12,5,17,14,385,public_transport
Census Tract 32,East Village,49,0,64,139,260,412,232,1418,public_transport
Census Tract 33,TriBeCa/Civic Center,22,25,55,46,77,49,42,1050,public_transport
Census Tract 34,East Village,160,82,57,39,340,203,82,1318,public_transport
Census Tract 36.01,Lower East Side,38,78,63,55,187,72,23,190,public_transport
Census Tract 36.02,East Village,35,18,114,181,90,63,50,510,public_transport
Census Tract 37,Hudson Sq,26,0,43,35,101,65,22,843,public_transport
Census Tract 38,East Village,68,52,264,214,279,155,240,907,public_transport
Census Tract 39,TriBeCa/Civic Center,25,35,10,47,55,92,48,1146,public_transport
Census Tract 40.01,East Village,14,29,86,148,156,54,122,256,public_transport
Census Tract 40.02,East Village,0,20,110,0,43,527,42,924,public_transport
Census Tract 41,Little Italy/NoLiTa,32,84,64,272,249,234,169,1035,public_transport
Census Tract 42,East Village,61,39,29,85,84,20,0,501,public_transport
Census Tract 43,Little Italy/NoLiTa,3,68,30,73,14,84,53,933,public_transport
Census Tract 44,Greenpoint,181,0,62,392,313,313,57,3092,public_transport
Census Tract 45,Little Italy/NoLiTa,38,14,0,5,5,23,4,147,public_transport
Census Tract 47,SoHo,99,5,33,10,38,48,33,694,public_transport
Census Tract 48,Gramercy,137,0,54,218,41,138,90,1168,public_transport
Census Tract 49,SoHo,61,55,34,35,78,201,23,932,public_transport
Census Tract 50,Gramercy,32,28,16,14,18,247,152,1259,public_transport
Census Tract 52,Union Sq,0,0,54,0,21,10,10,357,public_transport
Census Tract 54,Union Sq,16,0,28,25,27,75,290,1109,public_transport
Census Tract 55.01,Greenwich Village South,13,0,7,120,46,71,0,592,public_transport
Census Tract 55.02,Greenwich Village South,23,7,21,0,14,25,9,384,public_transport
Census Tract 56,Union Sq,121,101,19,18,88,51,6,531,public_transport
Census Tract 57,Greenwich Village North,8,0,19,35,12,39,13,557,public_transport
Census Tract 58,Union Sq,22,17,36,36,51,27,121,845,public_transport
Census Tract 59,Greenwich Village North,22,68,10,15,29,156,34,510,public_transport
Census Tract 60,Kips Bay,72,15,0,49,46,34,21,1008,public_transport
Census Tract 61,Greenwich Village North,22,26,76,32,40,40,18,828,public_transport
Census Tract 62,Greenpoint,79,67,9,49,217,53,12,202,public_transport
Census Tract 63,Greenwich Village North,52,12,14,12,20,261,12,1177,public_transport
Census Tract 64,Gramercy,46,106,87,95,7,137,120,1225,public_transport
Census Tract 65,Greenwich Village South,29,90,53,8,98,147,0,940,public_transport
Census Tract 66,Kips Bay,56,40,51,28,271,498,234,1163,public_transport
Census Tract 67,West Village,21,0,41,38,77,77,141,1322,public_transport
Census Tract 68,Gramercy,76,66,103,52,183,89,122,1370,public_transport
Census Tract 69,Meatpacking/West Village West,35,18,0,18,9,62,0,440,public_transport
Census Tract 70.01,Kips Bay,3,0,51,96,60,43,0,113,public_transport
Census Tract 70.02,Kips Bay,13,0,43,68,56,39,76,288,public_transport
Census Tract 71,West Village,59,0,49,66,76,91,118,1226,public_transport
Census Tract 72,Murray Hill,124,58,100,113,21,147,234,1829,public_transport
Census Tract 73,West Village,30,82,102,0,158,207,102,1185,public_transport
Census Tract 74,Midtown South,88,2,25,96,45,177,39,716,public_transport
Census Tract 75,Meatpacking/West Village West,0,47,0,36,11,22,16,660,public_transport
Census Tract 76,Midtown South,35,15,22,27,127,113,45,336,public_transport
Census Tract 77,West Village,0,76,285,118,109,100,71,1467,public_transport
Census Tract 78,Murray Hill,26,0,26,22,45,284,435,1312,public_transport
Census Tract 79,Meatpacking/West Village West,78,17,0,65,28,18,0,877,public_transport
Census Tract 80,Murray Hill,0,74,49,1,54,35,52,753,public_transport
Census Tract 81,Flatiron,136,39,78,33,153,434,42,1865,public_transport
Census Tract 82,Murray Hill,35,44,46,74,18,33,45,398,public_transport
Census Tract 83,East Chelsea,170,0,83,112,48,62,128,560,public_transport
Census Tract 84,Midtown South,9,2,0,0,23,22,42,259,public_transport
Census Tract 86.01,Long Island City/Hunters Point,13,3,0,0,4,70,9,342,public_transport
Census Tract 86.03,Roosevelt Island,0,0,6,38,0,34,51,429,public_transport
Census Tract 87,Flatiron,15,62,37,64,171,79,110,1657,public_transport
Census Tract 88,UN/Turtle Bay South,68,10,21,323,127,168,52,966,public_transport
Census Tract 89,East Chelsea,62,38,69,87,23,144,69,1010,public_transport
Census Tract 90,UN/Turtle Bay South,22,47,123,104,313,184,172,994,public_transport
Census Tract 91,Flatiron,47,0,102,76,67,25,158,1283,public_transport
Census Tract 92,Midtown East,5,6,0,11,34,0,5,293,public_transport
Census Tract 93,East Chelsea,272,123,91,157,181,314,96,1219,public_transport
Census Tract 94,Midtown Center,0,4,0,0,0,0,0,0,public_transport
Census Tract 95,Penn Station/Madison Sq West,0,16,0,20,0,102,38,376,public_transport
Census Tract 96,Midtown Center,0,0,5,0,22,0,0,13,public_transport
Census Tract 97,East Chelsea,98,54,52,87,122,157,57,641,public_transport
Census Tract 98,Sutton Place/Turtle Bay North,15,0,21,18,60,171,176,791,public_transport
Census Tract 99.01,West Chelsea/Hudson Yards,17,0,0,0,0,16,68,232,public_transport
Census Tract 99.02,West Chelsea/Hudson Yards,19,0,55,19,21,105,88,311,public_transport
Census Tract 99.03,West Chelsea/Hudson Yards,22,0,0,35,0,18,0,194,public_transport
Census Tract 100,Midtown East,5,0,54,0,46,38,22,187,public_transport
Census Tract 101,Penn Station/Madison Sq West,19,0,25,86,81,60,0,309,public_transport
Census Tract 102,Midtown Center,5,0,0,0,0,0,0,6,public_transport
Census Tract 103,East Chelsea,21,0,7,79,97,172,87,433,public_transport
Census Tract 104,Midtown Center,6,0,6,10,10,15,13,100,public_transport
Census Tract 106.01,Roosevelt Island,37,14,0,88,0,97,83,756,public_transport
Census Tract 106.02,Lenox Hill East,0,12,30,50,11,90,62,310,public_transport
Census Tract 108.01,Sutton Place/Turtle Bay North,62,8,10,18,0,16,0,301,public_transport
Census Tract 108.02,Sutton Place/Turtle Bay North,0,0,0,33,136,39,172,511,public_transport
Census Tract 108.03,Sutton Place/Turtle Bay North,0,0,0,0,2,2,81,113,public_transport
Census Tract 109,Garment District,9,5,5,0,0,0,7,38,public_transport
Census Tract 110,Lenox Hill West,52,21,4,35,198,156,54,1405,public_transport
Census Tract 111,East Chelsea,62,36,49,108,86,54,82,852,public_transport
Census Tract 112.01,Midtown North,6,0,0,4,18,24,0,111,public_transport
Census Tract 112.02,Midtown North,0,0,7,10,5,0,0,10,public_transport
Census Tract 112.03,Midtown East,0,7,17,0,12,19,8,64,public_transport
Census Tract 113,Garment District,5,0,5,0,2,0,0,8,public_transport
Census Tract 114.01,Upper East Side South,0,2,0,2,0,0,0,66,public_transport
Census Tract 114.02,Upper East Side South,32,0,6,11,29,12,49,370,public_transport
Census Tract 115,Clinton East,53,16,113,40,72,114,66,481,public_transport
Census Tract 116,Lenox Hill East,96,0,0,29,16,106,59,343,public_transport
Census Tract 117,West Chelsea/Hudson Yards,22,13,30,54,368,103,64,835,public_transport
Census Tract 118,Lenox Hill West,156,0,156,14,242,475,228,1511,public_transport
Census Tract 119,Times Sq/Theatre District,20,0,27,10,77,52,0,0,public_transport
Census Tract 120,Upper East Side South,12,0,0,91,32,45,25,312,public_transport
Census Tract 121.01,Clinton East,22,41,0,11,121,24,27,407,public_transport
Census Tract 121.02,Clinton East,120,22,0,52,176,279,98,648,public_transport
Census Tract 122,Upper East Side South,44,28,24,11,0,0,14,299,public_transport
Census Tract 124,Lenox Hill East,84,55,23,122,381,192,431,1623,public_transport
Census Tract 125,Times Sq/Theatre District,10,24,0,22,42,52,11,352,public_transport
Census Tract 126.01,Lenox Hill West,164,0,0,19,0,53,115,908,public_transport
Census Tract 126.02,Lenox Hill West,0,64,143,37,0,429,0,536,public_transport
Census Tract 127,Clinton East,150,53,125,89,182,44,108,1366,public_transport
Census Tract 128,Upper East Side South,29,0,0,63,26,78,13,473,public_transport
Census Tract 129.01,Clinton West,122,0,140,207,146,59,26,1272,public_transport
Census Tract 129.02,Clinton West,43,0,119,38,18,164,20,195,public_transport
Census Tract 130,Upper East Side South,19,0,0,18,39,87,99,286,public_transport
Census Tract 131,Times Sq/Theatre District,123,6,22,45,38,31,58,400,public_transport
Census Tract 132.01,Lenox Hill East,78,30,0,0,36,158,108,448,public_transport
Census Tract 132.02,Lenox Hill East,46,0,107,237,0,186,0,239,public_transport
Census Tract 132.03,Lenox Hill East,0,141,0,176,95,188,40,575,public_transport
Census Tract 133,Clinton East,126,0,163,104,165,205,130,1314,public_transport
Census Tract 134,Lenox Hill West,181,124,0,141,90,422,30,2356,public_transport
Census Tract 135.01,Clinton West,94,115,0,0,56,0,0,331,public_transport
Census Tract 135.02,Clinton West,136,75,129,126,45,68,80,548,public_transport
Census Tract 136.01,Roosevelt Island,0,0,0,0,0,0,0,165,public_transport
Census Tract 136.02,Yorkville East,0,43,58,0,0,0,182,784,public_transport
Census Tract 136.03,Yorkville East,3,0,18,178,171,370,125,793,public_transport
Census Tract 136.04,Yorkville East,101,108,184,0,69,118,141,995,public_transport
Census Tract 137,Midtown North,85,54,93,99,61,189,25,1192,public_transport
Census Tract 138,Yorkville West,131,0,90,78,107,463,266,2958,public_transport
Census Tract 139,Clinton East,26,58,327,45,103,53,37,1989,public_transport
Census Tract 140,Upper East Side North,2,84,24,91,109,95,49,1369,public_transport
Census Tract 142,Upper East Side North,70,0,65,15,42,0,20,565,public_transport
Census Tract 144.01,Yorkville East,87,29,64,96,24,203,92,934,public_transport
Census Tract 144.02,Yorkville East,57,28,185,150,330,214,145,1263,public_transport
Census Tract 145,Lincoln Square East,114,55,20,139,41,14,97,873,public_transport
Census Tract 146.01,Yorkville West,0,25,162,33,54,236,77,1346,public_transport
Census Tract 146.02,Yorkville West,109,6,32,83,129,310,135,2064,public_transport
Census Tract 147,Lincoln Square West,7,12,0,0,5,13,24,664,public_transport
Census Tract 148.01,Upper East Side North,12,8,10,83,110,27,16,533,public_transport
Census Tract 148.02,Upper East Side North,97,33,47,2,217,117,37,1120,public_transport
Census Tract 149,Lincoln Square East,19,0,12,50,135,0,58,711,public_transport
Census Tract 150.01,Upper East Side North,26,15,0,0,52,29,58,356,public_transport
Census Tract 150.02,Upper East Side North,56,34,38,0,33,71,32,681,public_transport
Census Tract 151.01,Lincoln Square West,55,189,64,16,282,83,0,39,public_transport
Census Tract 151.02,Lincoln Square West,19,20,54,0,217,65,54,745,public_transport
Census Tract 152,Old Astoria,55,18,78,74,325,186,92,1216,public_transport
Census Tract 153.01,Lincoln Square East,0,0,0,2,49,42,0,644,public_transport
Census Tract 153.02,Lincoln Square East,39,97,27,23,77,107,0,790,public_transport
Census Tract 154.01,Yorkville West,37,138,67,113,99,237,58,1555,public_transport
Census Tract 154.02,Yorkville West,74,0,49,57,141,153,290,877,public_transport
Census Tract 154.03,Yorkville West,14,1,96,48,315,0,39,739,public_transport
Census Tract 155.01,Lincoln Square West,323,8,25,0,64,162,72,1235,public_transport
Census Tract 155.02,Lincoln Square West,26,0,101,40,42,179,47,1301,public_transport
Census Tract 156.01,Yorkville West,32,12,95,59,188,319,295,1023,public_transport
Census Tract 156.02,East Harlem South,52,7,90,39,51,38,61,359,public_transport
Census Tract 157,Lincoln Square East,62,188,0,159,48,0,240,1995,public_transport
Census Tract 158.01,Upper East Side North,24,30,10,39,27,92,127,859,public_transport
Census Tract 158.02,East Harlem South,100,68,47,46,220,131,44,497,public_transport
Census Tract 159,Lincoln Square West,172,52,166,42,29,88,57,1998,public_transport
Census Tract 160.01,Upper East Side North,21,0,0,17,17,31,33,328,public_transport
Census Tract 160.02,East Harlem South,11,23,19,9,16,119,20,299,public_transport
Census Tract 161,Upper West Side South,179,0,45,216,6,144,75,1492,public_transport
Census Tract 162,Astoria Park,124,13,455,395,240,571,160,262,public_transport
Census Tract 163,Upper West Side South,69,0,58,56,77,180,125,1303,public_transport
Census Tract 164,East Harlem South,201,148,369,163,148,148,93,302,public_transport
Census Tract 165,Upper West Side South,29,63,83,71,60,140,23,1616,public_transport
Census Tract 166,East Harlem South,161,30,354,287,92,206,116,427,public_transport
Census Tract 167,Upper West Side South,141,98,0,123,20,209,49,1316,public_transport
Census Tract 168,East Harlem South,86,42,103,150,90,90,63,192,public_transport
Census Tract 169,Upper West Side South,15,35,44,55,189,297,79,1486,public_transport
Census Tract 170,East Harlem South,261,171,522,222,465,798,120,444,public_transport
Census Tract 171,Upper West Side South,231,0,116,86,297,231,196,1809,public_transport
Census Tract 172,East Harlem South,130,201,239,174,230,261,73,388,public_transport
Census Tract 173,Upper West Side North,42,0,262,52,173,133,25,1785,public_transport
Census Tract 174.01,East Harlem South,133,108,351,229,142,103,34,462,public_transport
Census Tract 174.02,East Harlem South,52,47,120,266,129,200,7,165,public_transport
Census Tract 175,Upper West Side North,148,37,44,111,166,62,79,1824,public_transport
Census Tract 177,Upper West Side North,189,0,241,336,290,275,49,1671,public_transport
Census Tract 178,East Harlem North,127,31,172,346,95,35,139,419,public_transport
Census Tract 179,Upper West Side North,238,24,258,9,223,232,148,1841,public_transport
Census Tract 180,East Harlem North,359,201,333,266,193,108,47,465,public_transport
Census Tract 181,Upper West Side North,245,38,299,129,65,642,78,1197,public_transport
Census Tract 182,East Harlem North,249,160,303,205,170,222,120,289,public_transport
Census Tract 183,Upper West Side North,213,11,5,181,236,60,238,1348,public_transport
Census Tract 184,East Harlem North,142,27,411,330,348,493,81,425,public_transport
Census Tract 185,Manhattan Valley,197,0,95,32,283,68,97,1341,public_transport
Census Tract 186,Central Harlem,154,34,252,200,450,33,18,161,public_transport
Census Tract 187,Manhattan Valley,9,50,76,95,323,102,109,1609,public_transport
Census Tract 188,East Harlem North,49,190,303,121,338,328,207,418,public_transport
Census Tract 189,Manhattan Valley,260,20,342,301,442,394,26,379,public_transport
Census Tract 190,Central Harlem,16,38,97,182,64,118,75,587,public_transport
Census Tract 191,Manhattan Valley,163,0,63,73,239,212,193,2373,public_transport
Census Tract 192,East Harlem North,54,142,134,261,200,27,27,78,public_transport
Census Tract 193,Bloomingdale,48,21,294,277,743,459,294,1287,public_transport
Census Tract 194,East Harlem North,54,138,241,213,151,132,178,392,public_transport
Census Tract 195,Bloomingdale,101,38,176,346,235,161,71,1108,public_transport
Census Tract 196,East Harlem North,55,0,147,134,223,52,64,166,public_transport
Census Tract 197.01,Morningside Heights,39,13,49,26,26,33,13,54,public_transport
Census Tract 197.02,Central Harlem,177,34,57,107,225,169,0,379,public_transport
Census Tract 198,East Harlem North,31,27,47,54,171,68,33,175,public_transport
Census Tract 199,Morningside Heights,192,72,93,39,117,197,13,672,public_transport
Census Tract 200,Central Harlem,50,40,85,143,145,116,165,368,public_transport
Census Tract 201.01,Morningside Heights,48,18,20,15,0,4,4,76,public_transport
Census Tract 201.02,Central Harlem,22,8,114,177,164,218,79,539,public_transport
Census Tract 203,Morningside Heights,127,35,23,9,33,17,12,39,public_transport
Census Tract 205,Morningside Heights,194,19,101,8,27,12,0,262,public_transport
Census Tract 206,Central Harlem North,64,58,76,188,237,275,78,227,public_transport
Census Tract 207.01,Morningside Heights,28,43,25,13,86,164,63,189,public_transport
Census Tract 208,Central Harlem North,61,34,185,55,212,299,166,768,public_transport
Census Tract 209.01,Morningside Heights,66,71,112,172,238,83,38,136,public_transport
Census Tract 210,East Harlem North,203,169,245,130,143,141,221,301,public_transport
Census Tract 211,Morningside Heights,364,45,246,206,316,57,165,993,public_transport
Census Tract 212,Central Harlem North,84,69,38,27,88,188,28,539,public_transport
Census Tract 213.03,Manhattanville,128,62,418,310,272,139,78,370,public_transport
Census Tract 214,Central Harlem North,47,46,62,125,172,213,62,216,public_transport
Census Tract 215,Central Harlem North,78,67,148,247,338,103,36,378,public_transport
Census Tract 216,Central Harlem,294,255,602,276,796,251,276,832,public_transport
Census Tract 218,Central Harlem,19,13,282,647,84,196,57,807,public_transport
Census Tract 219,Manhattanville,568,53,256,75,198,48,251,56,public_transport
Census Tract 220,Central Harlem,142,126,183,322,515,302,108,879,public_transport
Census Tract 221.02,Central Harlem North,45,35,69,155,93,90,51,473,public_transport
Census Tract 222,Central Harlem,41,73,126,150,58,77,110,394,public_transport
Census Tract 223.01,Manhattanville,181,237,138,464,321,403,214,591,public_transport
Census Tract 223.02,Manhattanville,122,107,147,74,146,167,53,182,public_transport
Census Tract 224,Central Harlem North,175,116,278,246,117,350,50,531,public_transport
Census Tract 225,Hamilton Heights,298,95,368,691,621,694,53,684,public_transport
Census Tract 226,Central Harlem North,122,52,90,118,174,176,129,462,public_transport
Census Tract 227,Hamilton Heights,156,116,230,204,297,200,74,626,public_transport
Census Tract 228,Central Harlem North,229,127,420,34,277,329,79,773,public_transport
Census Tract 229,Hamilton Heights,279,225,880,487,346,219,174,394,public_transport
Census Tract 230,Central Harlem North,219,224,209,261,530,372,163,488,public_transport
Census Tract 231,Hamilton Heights,166,140,301,455,411,353,260,829,public_transport
Census Tract 232,Central Harlem North,328,125,665,196,308,196,145,266,public_transport
Census Tract 233,Hamilton Heights,188,72,567,376,598,491,153,682,public_transport
Census Tract 234,Central Harlem North,245,97,374,87,292,344,137,535,public_transport
Census Tract 235.01,Hamilton Heights,199,227,162,347,456,538,207,661,public_transport
Census Tract 235.02,Central Harlem North,78,20,51,150,106,129,11,97,public_transport
Census Tract 236,Central Harlem North,271,72,204,337,505,136,222,386,public_transport
Census Tract 237,Hamilton Heights,285,146,400,183,389,198,71,250,public_transport
Census Tract 238.02,Queensbridge/Ravenswood,46,5,19,34,180,131,29,880,public_transport
Census Tract 238.03,Queensbridge/Ravenswood,73,101,30,122,120,169,35,709,public_transport
Census Tract 238.04,Long Island City/Hunters Point,14,0,6,9,86,337,64,914,public_transport
Census Tract 239,Washington Heights South,106,24,281,179,135,169,148,219,public_transport
Census Tract 240,Astoria Park,86,48,73,41,7,0,12,0,public_transport
Census Tract 241,Washington Heights South,336,121,431,282,326,193,186,452,public_transport
Census Tract 242,East Harlem North,83,53,330,246,179,80,4,221,public_transport
Census Tract 243.01,Washington Heights South,103,127,189,168,568,239,88,285,public_transport
Census Tract 243.02,Central Harlem North,98,198,276,201,396,98,53,126,public_transport
Census Tract 245,Washington Heights South,376,557,824,715,710,389,394,570,public_transport
Census Tract 247,Washington Heights South,150,163,247,374,260,293,255,807,public_transport
Census Tract 249,Washington Heights South,21,11,84,58,50,28,7,95,public_transport
Census Tract 251,Washington Heights South,179,25,59,166,54,96,7,28,public_transport
Census Tract 253,Washington Heights South,459,149,279,718,772,430,82,279,public_transport
Census Tract 255,Washington Heights South,51,27,271,191,392,274,196,180,public_transport
Census Tract 257,Central Harlem,156,69,92,124,339,232,131,731,public_transport
Census Tract 259,Central Harlem North,119,56,120,235,255,191,72,479,public_transport
Census Tract 261,Washington Heights South,503,365,828,537,869,280,198,149,public_transport
Census Tract 263,Washington Heights South,528,231,370,554,712,275,98,396,public_transport
Census Tract 265,Washington Heights South,120,123,381,547,477,366,209,852,public_transport
Census Tract 267,Washington Heights North,50,31,41,106,22,47,19,59,public_transport
Census Tract 269,Washington Heights North,370,344,975,456,408,213,61,360,public_transport
Census Tract 271,Washington Heights North,394,29,347,494,880,487,272,673,public_transport
Census Tract 273,Washington Heights North,172,0,204,248,309,189,152,1180,public_transport
Census Tract 275,Washington Heights North,61,28,13,9,100,102,37,492,public_transport
Census Tract 277,Washington Heights North,193,134,257,236,218,289,102,221,public_transport
Census Tract 279,Washington Heights North,197,213,308,453,407,623,194,892,public_transport
Census Tract 281,Washington Heights North,34,15,42,59,53,134,40,522,public_transport
Census Tract 283,Washington Heights North,256,79,419,700,403,267,68,528,public_transport
Census Tract 285,Washington Heights North,211,70,270,418,369,429,149,284,public_transport
Census Tract 287,Washington Heights North,88,79,190,146,384,277,99,209,public_transport
Census Tract 291,Inwood,346,251,488,372,514,499,157,1016,public_transport
Census Tract 293,Inwood,291,112,613,742,543,179,104,213,public_transport
Census Tract 295,Inwood,136,183,452,376,342,418,218,1041,public_transport
Census Tract 299,Inwood,148,67,204,172,60,20,22,41,public_transport
Census Tract 303,Inwood,156,47,95,131,211,249,205,481,public_transport
Census Tract 307,Inwood,164,19,137,101,85,131,158,667,public_transport
Census Tract 309,Marble Hill,340,140,470,762,211,348,51,218,public_transport
Census Tract 317.03,Battery Park City,18,0,0,28,91,130,68,1020,public_transport
Census Tract 317.04,Battery Park City,90,32,87,167,58,312,193,2274,public_transport
Census Tract 1.01,Long Island City/Hunters Point,34,86,0,89,62,58,55,1030,public_transport
Census Tract 1.02,Long Island City/Hunters Point,22,0,58,94,177,265,373,1769,public_transport
Census Tract 1.04,Long Island City/Hunters Point,6,0,6,6,0,0,0,0,public_transport
Census Tract 2,Woodhaven,50,26,118,157,118,142,78,122,public_transport
Census Tract 4,Woodhaven,47,28,210,134,151,189,78,93,public_transport
Census Tract 6,Woodhaven,66,26,199,107,170,122,36,166,public_transport
Census Tract 7.01,Long Island City/Hunters Point,0,15,46,81,57,148,64,779,public_transport
Census Tract 7.02,Long Island City/Hunters Point,43,39,53,25,126,198,69,585,public_transport
Census Tract 8,Woodhaven,53,17,74,310,107,109,31,94,public_transport
Census Tract 10,Woodhaven,126,338,199,178,227,202,33,273,public_transport
Census Tract 12,Woodhaven,8,19,258,134,214,195,57,310,public_transport
Census Tract 14,Woodhaven,69,12,214,172,367,298,154,49,public_transport
Census Tract 16,Woodhaven,101,73,83,23,126,147,64,194,public_transport
Census Tract 18,Woodhaven,86,99,74,64,242,119,42,65,public_transport
Census Tract 19.01,Long Island City/Hunters Point,0,0,0,0,88,18,28,520,public_transport
Census Tract 19.02,Long Island City/Hunters Point,28,9,176,114,64,229,51,1206,public_transport
Census Tract 19.03,Long Island City/Hunters Point,0,37,53,70,20,135,55,449,public_transport
Census Tract 20,Woodhaven,56,30,59,27,73,31,40,52,public_transport
Census Tract 22,Woodhaven,71,61,51,117,78,173,14,88,public_transport
Census Tract 24,Richmond Hill,51,20,63,73,127,46,8,50,public_transport
Census Tract 25,Queensbridge/Ravenswood,188,44,548,174,196,9,36,48,public_transport
Census Tract 26,Richmond Hill,45,17,56,40,42,33,30,124,public_transport
Census Tract 28,Richmond Hill,33,63,115,84,99,97,34,112,public_transport
Census Tract 30,Woodhaven,14,38,62,9,32,37,0,45,public_transport
Census Tract 31,Long Island City/Queens Plaza,28,7,11,81,95,42,22,139,public_transport
Census Tract 32,Woodhaven,32,2,66,89,39,60,13,68,public_transport
Census Tract 33.01,Long Island City/Queens Plaza,18,25,48,12,89,183,91,740,public_transport
Census Tract 33.02,Long Island City/Queens Plaza,36,8,23,25,50,18,0,69,public_transport
Census Tract 34,Woodhaven,45,52,73,50,33,98,40,69,public_transport
Census Tract 36,Woodhaven,120,27,129,144,122,126,54,34,public_transport
Census Tract 38,Woodhaven,33,80,113,122,96,69,23,128,public_transport
Census Tract 39,Queensbridge/Ravenswood,30,26,54,31,128,54,10,21,public_transport
Census Tract 40.01,Woodhaven,28,27,92,71,38,84,58,92,public_transport
Census Tract 40.02,Ozone Park,6,45,97,64,9,12,16,50,public_transport
Census Tract 42,Woodhaven,63,46,161,210,157,106,79,240,public_transport
Census Tract 43,Queensbridge/Ravenswood,51,21,62,73,97,61,0,0,public_transport
Census Tract 44.01,Ozone Park,86,48,198,84,76,94,50,193,public_transport
Census Tract 45,Astoria,26,15,47,69,144,89,29,410,public_transport
Census Tract 47,Astoria,68,127,202,105,195,84,38,326,public_transport
Census Tract 51,Long Island City/Queens Plaza,39,43,134,44,74,111,32,219,public_transport
Census Tract 52,Woodhaven,82,53,82,69,62,98,44,142,public_transport
Census Tract 53,Astoria,211,101,115,254,130,580,191,663,public_transport
Census Tract 54,Ozone Park,188,49,264,277,223,125,244,248,public_transport
Census Tract 55,Long Island City/Queens Plaza,30,3,29,29,19,35,21,135,public_transport
Census Tract 57,Astoria,127,33,154,289,221,223,178,490,public_transport
Census Tract 58,Ozone Park,116,45,66,223,182,297,27,291,public_transport
Census Tract 59,Astoria,92,0,56,133,105,204,113,597,public_transport
Census Tract 61,Astoria,57,39,172,120,290,428,353,1152,public_transport
Census Tract 62.01,Howard Beach,85,20,33,116,88,110,174,319,public_transport
Census Tract 62.02,Howard Beach,40,0,21,141,87,154,34,123,public_transport
Census Tract 63,Astoria,169,57,244,47,309,322,369,1078,public_transport
